University,Department,Name,Position,Link,Email,Research Focus
Berkeley,Dept of Industrial Engineering & Operations Research,Chiwei Yan,,https://vcresearch.berkeley.edu/faculty/chiwei-yan,,
Berkeley,Dept of Industrial Engineering & Operations Research,Candace Yano,,https://vcresearch.berkeley.edu/faculty/candace-yano,,
Berkeley,Dept of Mechanical Engineering,Lining Yao,,https://vcresearch.berkeley.edu/faculty/lining-yao,,
Berkeley,Dept of Materials Science and Engineering,Jie Yao,,https://vcresearch.berkeley.edu/faculty/jie-yao,,
Berkeley,Dept of Bioengineering,Michael Yartsev,,https://vcresearch.berkeley.edu/faculty/michael-yartsev,,
Berkeley,Division of Electrical Engineering (EECS),Avideh Zakhor,,https://vcresearch.berkeley.edu/faculty/avideh-zakhor,,
Berkeley,Dept of Civil and Environmental Engineering,Dimitrios Zekkos,,https://vcresearch.berkeley.edu/faculty/dimitrios-zekkos,,
Berkeley,Dept of Chemical & Biomolecular Engineering,Wenjun Zhang,,https://vcresearch.berkeley.edu/faculty/wenjun-zhang,,
Berkeley,Dept of Materials Science and Engineering,Xiaoyu (Rayne) Zheng,,https://vcresearch.berkeley.edu/faculty/xiaoyu-rayne-zheng,,
Berkeley,Dept of Industrial Engineering & Operations Research,Zeyu Zheng,,https://vcresearch.berkeley.edu/faculty/zeyu-zheng,,
